ID,Posted at,Screen name,Text
452174134764920832,2014-04-04 20:01:29 +0000,stefarchivist,"RT @cliotropic: @pearcemoses: “Archives users want magic.” So do archivists, but digital labor is still labor; search still takes time & effort. #radtech14"
452173913913819137,2014-04-04 20:00:36 +0000,pogonippy,"RT @cliotropic: Now, for the reception. Thanks everyone! #radtech14"
452173846666575872,2014-04-04 20:00:20 +0000,cliotropic,"Now, for the reception. Thanks everyone! #radtech14"
452173813254336513,2014-04-04 20:00:12 +0000,baibi,"RT @tjowens: ""Real Face of White Australia"" http://t.co/Wc9GaZ3dB4 IMHO Biggest pay off of facial recognition for archives. from @wragge #radtech14"
452173811098849280,2014-04-04 20:00:12 +0000,pogonippy,@mike_rush Evolving sense of what access in archives is: moving from physical to computational #radtech14
452173742660419584,2014-04-04 19:59:55 +0000,cliotropic,".@mike_rush says: digitization is changing the notion of what accessibility means for archives; #digitalhumanities services, too. #radtech14"
452173626650140673,2014-04-04 19:59:28 +0000,meau,"RT @cliotropic: @pearcemoses: “Archives users want magic.” So do archivists, but digital labor is still labor; search still takes time & effort. #radtech14"
452173535444996096,2014-04-04 19:59:06 +0000,cliotropic,Trehub asserts intellectual value of slogging through the material. #radtech14
452173498086342656,2014-04-04 19:58:57 +0000,ruthbrarian,"RT @cliotropic: @pearcemoses: “Archives users want magic.” So do archivists, but digital labor is still labor; search still takes time & effort. #radtech14"
452173406252056576,2014-04-04 19:58:35 +0000,cliotropic,"@pearcemoses: “Archives users want magic.” So do archivists, but digital labor is still labor; search still takes time & effort. #radtech14"
452173251146711040,2014-04-04 19:57:58 +0000,cliotropic,Conversation about the need for archives people to stop reinventing the wheel. #radtech14
452173145835700225,2014-04-04 19:57:33 +0000,cbtrace,RT @cliotropic: Trehub on future of archival profession: not “secretaries for dead people” (@meau); changing relationships w/ publics & patrons #radtech14
452173037698572288,2014-04-04 19:57:07 +0000,pogonippy,RT @cliotropic: Trehub on future of archival profession: not “secretaries for dead people” (@meau); changing relationships w/ publics & patrons #radtech14
452172987555676160,2014-04-04 19:56:55 +0000,pogonippy,"RT @meau: Gobsmacked by idea of scholars reluctant to share images. You're not the creator/keeper. The work is in analysis, not hoarding. #radtech14"
452172983851704320,2014-04-04 19:56:54 +0000,cbtrace,RT @pogonippy: Trehub: HT to Francisco-Revilla/Trace and notion of cognitive topography/typology in arrangement/description #radtech14
452172883352375297,2014-04-04 19:56:31 +0000,cliotropic,Going to 5 minutes of closing Q&A at #radtech14. Marilyn Dunn mentions Colonial Archives of North America project: http://t.co/zaEBBCOj1Z
452172870798831616,2014-04-04 19:56:28 +0000,pogonippy,Earlier: If I was dealing with a smallish personal papers collection I wouldn't bother to arrange it - YES! @pearcemoses #radtech14
452172513150509056,2014-04-04 19:55:02 +0000,meau,"RT @cliotropic: Trehub quotes @tjowens on privacy: “it’s going to keep getting weirder”: cloud computing, legacy collections,  voice/face recogn. #radtech14"
452172487661735936,2014-04-04 19:54:56 +0000,libcce,RT @cliotropic: Trehub: Analog and virtual scholarship. What would George F. Kennan do? Do digital repositories stimulate or preempt imagination? #radtech14
452172383894646786,2014-04-04 19:54:31 +0000,cliotropic,"Trehub quotes @tjowens on privacy: “it’s going to keep getting weirder”: cloud computing, legacy collections,  voice/face recogn. #radtech14"
452172329330933760,2014-04-04 19:54:18 +0000,jcarletonoh,RT @cliotropic: Trehub on future of archival profession: not “secretaries for dead people” (@meau); changing relationships w/ publics & patrons #radtech14
452172171381837824,2014-04-04 19:53:41 +0000,meau,"Gobsmacked by idea of scholars reluctant to share images. You're not the creator/keeper. The work is in analysis, not hoarding. #radtech14"
452172121549336576,2014-04-04 19:53:29 +0000,cliotropic,Trehub on future of archival profession: not “secretaries for dead people” (@meau); changing relationships w/ publics & patrons #radtech14
452172092734468096,2014-04-04 19:53:22 +0000,maryelings,RT @pogonippy: Trehub: Universities need to rewrite promotion/tenure guidelines to recognize digital labor as real labor #radtech14
452171923813044224,2014-04-04 19:52:42 +0000,cliotropic,RT @genschaffner: Trehub correctly wraps digital humanities into the new not-a-finding-aid  #radtech14 #dh
452171858386112513,2014-04-04 19:52:26 +0000,cliotropic,Trehub calls on digital preservation networks to be up-front about pricing and their own costs. #radtech14
452171829835472896,2014-04-04 19:52:19 +0000,pogonippy,"RT @cliotropic: Trehub: Digital Preservation. Make it accessible, use existing networks, make preservation part of “digital labor"" #radtech14"
452171786613170176,2014-04-04 19:52:09 +0000,pogonippy,RT @cliotropic: Trehub: “Digital Labor is Real Labor” (quoting Rhae Lynn Barnes); calls for rewriting promotion & tenure to recognize this work #radtech14
452171730854092800,2014-04-04 19:51:56 +0000,cliotropic,"Trehub: Digital Preservation. Make it accessible, use existing networks, make preservation part of “digital labor"" #radtech14"
452171724491354112,2014-04-04 19:51:54 +0000,genschaffner,Trehub correctly wraps digital humanities into the new not-a-finding-aid  #radtech14 #dh
452171654488424448,2014-04-04 19:51:38 +0000,pogonippy,Trehub: follow science community-focus on getting ideas out there and not polished end products #radtech14
452171593486454784,2014-04-04 19:51:23 +0000,greenharr,"Trehub quotes Barnes that ""Digital labor is real labor"" and it should factor in recognition of DH work for P&T #radtech14"
452171591708053504,2014-04-04 19:51:23 +0000,cliotropic,"Trehub: Arguments for and against open access by junior scholars; precedence (I got there first), or conservatism? #radtech14"
452171574280728576,2014-04-04 19:51:18 +0000,eiratansey,RT @pogonippy: Trehub: Universities need to rewrite promotion/tenure guidelines to recognize digital labor as real labor #radtech14
452171509042515968,2014-04-04 19:51:03 +0000,pogonippy,Trehub: Universities need to rewrite promotion/tenure guidelines to recognize digital labor as real labor #radtech14
452171419687063552,2014-04-04 19:50:42 +0000,jcarletonoh,"RT @pogonippy: Trehub: ""Topics don't mean anything until a user interprets them"" (@tjowens) #radtech14"
452171417971597312,2014-04-04 19:50:41 +0000,cliotropic,Trehub: “Digital Labor is Real Labor” (quoting Rhae Lynn Barnes); calls for rewriting promotion & tenure to recognize this work #radtech14
452171331875127296,2014-04-04 19:50:21 +0000,genschaffner,"""the power of relinquishing control"" - Trehub #radtech14 yow"
452171267064758272,2014-04-04 19:50:05 +0000,pogonippy,RT @cliotropic: Trehub: Questions of Authority. Can crowds be trusted? Flickr Commons & FSA/OWI photo annotation. Who is “authoritative”? #radtech14
452171232193286144,2014-04-04 19:49:57 +0000,cliotropic,Trehub: Questions of Authority. Can crowds be trusted? Flickr Commons & FSA/OWI photo annotation. Who is “authoritative”? #radtech14
452171097497411584,2014-04-04 19:49:25 +0000,pogonippy,"Trehub: ""Topics don't mean anything until a user interprets them"" (@tjowens) #radtech14"
452171008464924673,2014-04-04 19:49:04 +0000,genschaffner,I'm kinda speechless at virtuoso wrap up by Trehub #radtech14 whew
452170970032537601,2014-04-04 19:48:54 +0000,cliotropic,"Trehub: Technology & the human factor. Tools are great, but human interpretation matters (see @tjowens) #radtech14"
452170773957197826,2014-04-04 19:48:08 +0000,cliotropic,Trehub speaks to the importance of tactile/spatial interfaces with digital items. This resonates a lot with my experience. #radtech14
452170737743589376,2014-04-04 19:47:59 +0000,pogonippy,Trehub: HT to Francisco-Revilla/Trace and notion of cognitive topography/typology in arrangement/description #radtech14
452170601713905665,2014-04-04 19:47:27 +0000,cliotropic,Trehub: Analog and virtual scholarship. What would George F. Kennan do? Do digital repositories stimulate or preempt imagination? #radtech14
452170587679752192,2014-04-04 19:47:23 +0000,meau,"Vannevar Bush, ""As We May Think,"" which you can read on your Memex. http://t.co/xQ4lWkGSY4 #radtech14"
452170494775951361,2014-04-04 19:47:01 +0000,pogonippy,Trehub: Do digital repositories stimulate or preempt the scholarly imagination? #radtech14
452170391185006592,2014-04-04 19:46:36 +0000,cliotropic,"Re Vannevar Bush: Trehub holds up his phone and says, “This is a memex.” #radtech14"
452170246796107776,2014-04-04 19:46:02 +0000,pogonippy,Trehub: Dream of universal library: close to realization? parallel web? #radtech14
452170237539287041,2014-04-04 19:46:00 +0000,cliotropic,"Now at #radtech14: Aaron Trehub’s comment/summary. The Dream of a Universal Library; Vannevar Bush, 1945, “As We May Think"""
452170078902321152,2014-04-04 19:45:22 +0000,meau,"RT @pogonippy: It doesn't have to be pretty, people are used to Google @pearcemoses #radtech14"
452170058723119104,2014-04-04 19:45:17 +0000,genschaffner,"RT @pogonippy: It doesn't have to be pretty, people are used to Google @pearcemoses #radtech14"
452169926368038912,2014-04-04 19:44:46 +0000,pogonippy,"It doesn't have to be pretty, people are used to Google @pearcemoses #radtech14"
452169837658509313,2014-04-04 19:44:24 +0000,cliotropic,.@pearcemoses: we need to dive in and experiment with tools; start playing; perfect is the enemy of good/innovative. #radtech14
452169745614536704,2014-04-04 19:44:02 +0000,pogonippy,More than anything we need to set aside practical worries and thing big - dive in and start playing w/ tools @pearcemoses #radtech14
452169695282884609,2014-04-04 19:43:50 +0000,tjowens,"RT @cliotropic: .@pearcemoses: if archivists don’t find ways to make records more useful & accessible, someone else (IT depts) will do it for us #radtech14"
452169664056287232,2014-04-04 19:43:43 +0000,cliotropic,".@pearcemoses: if archivists don’t find ways to make records more useful & accessible, someone else (IT depts) will do it for us #radtech14"
452169476977754112,2014-04-04 19:42:58 +0000,genschaffner,"RT @cliotropic: .@pearcemoses: ironically, better may be sloppier. Getting researchers in the (search-results) neighborhood is important. #radtech14"
452169404869246976,2014-04-04 19:42:41 +0000,pogonippy,Are we so wed to tradition that we can't innovate? Changes we need are evolutionary and transformative @pearcemoses #radtech14
452169276041207808,2014-04-04 19:42:10 +0000,genschaffner,".@pearcemoses on Beth Yakel's cutting through the fog (why do fndng aid?): ""oh my gosh you're not kidding"" we need to be creative #radtech14"
452169141538287617,2014-04-04 19:41:38 +0000,maryelings,Digital processing methods presume digitized material - that's the first hurtle  #radtech14
452169090774609920,2014-04-04 19:41:26 +0000,tjowens,RT @pogonippy: In digital world we have the oppotunity to go back to the item level because we can automate it @pearcemoses #radtech14
452168975259303936,2014-04-04 19:40:59 +0000,meau,RT @pogonippy: Lack of normative standards for archives (Yakel) still a huge problem for archivists - need to focus! @pearcemoses #radtech14
452168948302508032,2014-04-04 19:40:52 +0000,pogonippy,"RT @meau: Yes, sing it, let us not forget the value of understanding the organic way records are produced and hang together. #radtech14"
452168932091527168,2014-04-04 19:40:49 +0000,cliotropic,RT @pogonippy: Lack of normative standards for archives (Yakel) still a huge problem for archivists - need to focus! @pearcemoses #radtech14
452168823719088128,2014-04-04 19:40:23 +0000,cliotropic,".@pearcemoses: ironically, better may be sloppier. Getting researchers in the (search-results) neighborhood is important. #radtech14"
452168821219274752,2014-04-04 19:40:22 +0000,meau,"We need to do things better. But what's better? Finding something, working with google, getting in the neighborhood important. #radtech14"
452168781314682881,2014-04-04 19:40:13 +0000,pogonippy,Lack of normative standards for archives (Yakel) still a huge problem for archivists - need to focus! @pearcemoses #radtech14
452168628969177088,2014-04-04 19:39:36 +0000,cliotropic,.@pearcemoses argues that automation enables archivists to go back down to item-level processing— Let a machine do it. #radtech14
452168561868693504,2014-04-04 19:39:20 +0000,pogonippy,In digital world we have the oppotunity to go back to the item level because we can automate it @pearcemoses #radtech14
452168478473334784,2014-04-04 19:39:00 +0000,genschaffner,RT @meau: Archivists have been dealing with information explosion for a LONG TIME. We're probably gonna be okay. #radtech14
452168473431777281,2014-04-04 19:38:59 +0000,greenharr,".@pearcemoses: archives have dealt w/information explosions for a long time, e.g., NARA in response to Great Dep. programs  #radtech14"
452168353818619906,2014-04-04 19:38:31 +0000,cliotropic,RT @meau: Archivists have been dealing with information explosion for a LONG TIME. We're probably gonna be okay. #radtech14
452168325423177728,2014-04-04 19:38:24 +0000,ruthbrarian,RT @meau: Archivists have been dealing with information explosion for a LONG TIME. We're probably gonna be okay. #radtech14
452168294020415488,2014-04-04 19:38:16 +0000,deirdrescaggs,"RT @meau: Yes, sing it, let us not forget the value of understanding the organic way records are produced and hang together. #radtech14"
452168291537412096,2014-04-04 19:38:16 +0000,cliotropic,Seconded. RT @tjowens: Really think #radtech14 would like @wragge and that @wragge would like #radtech14
452168203343757312,2014-04-04 19:37:55 +0000,genschaffner,.@pearcemoses: we need to be creative... oh and we have been creative with information explosions since forever #radtech14
452168195592699904,2014-04-04 19:37:53 +0000,maryelings,"RT @meau: Results of evaluating arrangement empirically -- slow isn't better, fast isn't worse (cc: @dsantam ) #radtech14"
452168176944816128,2014-04-04 19:37:48 +0000,pogonippy,Scale isn't the issue - archivists have been dealing with information explosions for a long time @pearcemoses #radtech14
452168163837628416,2014-04-04 19:37:45 +0000,tjowens,RT @meau: Archivists have been dealing with information explosion for a LONG TIME. We're probably gonna be okay. #radtech14
452168134787887105,2014-04-04 19:37:38 +0000,cliotropic,.@pearcemoses: archivists have been dealing with info explosions for a long time. Jenkins’s manual was a result of WWI records. #radtech14
452168124226621440,2014-04-04 19:37:36 +0000,meau,Archivists have been dealing with information explosion for a LONG TIME. We're probably gonna be okay. #radtech14
452168051832934400,2014-04-04 19:37:19 +0000,tjowens,Really think #radtech14 would like @wragge and that @wragge would like #radtech14
452167884287250432,2014-04-04 19:36:39 +0000,meau,"Yes, sing it, let us not forget the value of understanding the organic way records are produced and hang together. #radtech14"
452167870316019712,2014-04-04 19:36:35 +0000,amelish,"RT @tjowens: ""Real Face of White Australia"" http://t.co/Wc9GaZ3dB4 IMHO Biggest pay off of facial recognition for archives. from @wragge #radtech14"
452167775096946688,2014-04-04 19:36:13 +0000,pogonippy,"RT @cliotropic: Beth Yakel of Michigan I-School says: if there’s no normative practice in #archives arrangement, why are we doing it? Startling. #radtech14"
452167760559501312,2014-04-04 19:36:09 +0000,cliotropic,".@pearcemoses: archives grow out of an organic context; the collection as a whole, reference interviews. HOW we do this changes. #radtech14"
452167711796510720,2014-04-04 19:35:58 +0000,pogonippy,In digital world with digital tools we still need to find a way to communicate the back story @pearcemoses #radtech14
452167414370009088,2014-04-04 19:34:47 +0000,genschaffner,"@cliotropic Beth Yakel nailed it: if it (archival description) isn't working, why are we doing it? #radtech14"
452167323382603776,2014-04-04 19:34:25 +0000,KittyFlaneuse,RT @meau: The text of yesterday's talk about the value of archival description is now on our blog. #radtech14 http://t.co/1oCGHxgFRF
452167321730424832,2014-04-04 19:34:25 +0000,cliotropic,"RT @tjowens: ""Real Face of White Australia"" http://t.co/Wc9GaZ3dB4 IMHO Biggest pay off of facial recognition for archives. from @wragge #radtech14"
452167295797043200,2014-04-04 19:34:18 +0000,tjowens,"""Real Face of White Australia"" http://t.co/Wc9GaZ3dB4 IMHO Biggest pay off of facial recognition for archives. from @wragge #radtech14"
452167218760261633,2014-04-04 19:34:00 +0000,cliotropic,"FYI, @pearcemoses runs a fully-online master’s program in #Archives at Clayton State U & is looking for students. #radtech14"
452166934348709888,2014-04-04 19:32:52 +0000,genschaffner,"RT @cliotropic: Beth Yakel of Michigan I-School says: if there’s no normative practice in #archives arrangement, why are we doing it? Startling. #radtech14"
452166804916699136,2014-04-04 19:32:21 +0000,cliotropic,"Richard Pearce-Moses (Clayton State U, GA) and Aaron Trehub (Auburn U) offering #radtech14 closing comments."
452164823841648640,2014-04-04 19:24:29 +0000,KittyFlaneuse,RT @mike_rush: Stray thought: Does reading room furniture and lighting need to change to support photography rather than reading? #radtech14
452164699522482176,2014-04-04 19:23:59 +0000,KittyFlaneuse,RT @cliotropic: Table 1 talked about what a finding aid is & who it’s meant to serve. Is it for archivists to manage physical stuff or for users? #radtech14
452164225033859072,2014-04-04 19:22:06 +0000,nasaylor,Can I scope-creep this thread & ask if anyone is successfully scaling archives rights clearance work?  #radtech14
452161361049829377,2014-04-04 19:10:43 +0000,cliotropic,My plug for audio-video transcription/description: Do that & yr items are way more useful for teaching diverse learners. #radtech14 #a11y
452161213599072256,2014-04-04 19:10:08 +0000,meau,"Results of evaluating arrangement empirically -- slow isn't better, fast isn't worse (cc: @dsantam ) #radtech14"
452161179688124416,2014-04-04 19:10:00 +0000,sara_hlt,RT @tjowens: Digital Cultural Heritage and the Crowd (pdf) on point for crowdsourcing convo  at #radtech14 http://t.co/tZwJBHdgrk *shameless plug*
452160994236985344,2014-04-04 19:09:16 +0000,cliotropic,"Beth Yakel of Michigan I-School says: if there’s no normative practice in #archives arrangement, why are we doing it? Startling. #radtech14"
452160547572944896,2014-04-04 19:07:29 +0000,brilwil,"""Batch metadata assignment...using facial recognition software"" - code4Lib issue 21 http://t.co/wHAHUh8zBZ #radtech14"
452160453264031744,2014-04-04 19:07:07 +0000,mike_rush,".@NCAMLarry Ironically for a profession built on appraisal, I'd bet there would be widespread discomfort with filtering. #radtech14"
452160141757272064,2014-04-04 19:05:53 +0000,cliotropic,RT @JudyRuttenberg: #radtech14 potential for facial recognition to analyze known people in photographs and run against rest of/other collections
452160119191908352,2014-04-04 19:05:47 +0000,cliotropic,Discussion at T8 on facial recognition as a way to generate finding aids for photographic collections. #radtech14
452160069636227072,2014-04-04 19:05:35 +0000,JudyRuttenberg,#radtech14 potential for facial recognition to analyze known people in photographs and run against rest of/other collections
452159886743576576,2014-04-04 19:04:52 +0000,cliotropic,Do you need a traditional finding aid? This is an open question here at #radtech14. Table 8: who is a FA meant to serve?
452159770938859520,2014-04-04 19:04:24 +0000,cliotropic,Table 1 talked about what a finding aid is & who it’s meant to serve. Is it for archivists to manage physical stuff or for users? #radtech14
452159659127087104,2014-04-04 19:03:58 +0000,nasaylor,"RT @NCAMLarry: Archivists are beginning to ""tolerate error"" and ""fight the fear"" when asking for help from the public. Just filter the outliers #radtech14"
452159412959195136,2014-04-04 19:02:59 +0000,NCAMLarry,"Archivists are beginning to ""tolerate error"" and ""fight the fear"" when asking for help from the public. Just filter the outliers #radtech14"
452159331736502272,2014-04-04 19:02:40 +0000,JudyRuttenberg,#radtech14 Q&A: Which finding aid are we rethinking with technology? The research tool? The coll management tool?
452159323545014273,2014-04-04 19:02:38 +0000,brilwil,RT @mike_rush: Stray thought: Does reading room furniture and lighting need to change to support photography rather than reading? #radtech14
452159264287887360,2014-04-04 19:02:23 +0000,libcce,RT @tjowens: Applying facial recognition to portrait art http://t.co/ZjQyqVJKnv #radtech14
452158884031913984,2014-04-04 19:00:53 +0000,MichaelHancher,RT @tjowens: Applying facial recognition to portrait art http://t.co/ZjQyqVJKnv #radtech14
452156883944878080,2014-04-04 18:52:56 +0000,mike_rush,Stray thought: Does reading room furniture and lighting need to change to support photography rather than reading? #radtech14
452155222790402049,2014-04-04 18:46:20 +0000,archivesmatter,@tjowens Or will you post your presentation from #radtech14-that will likely answer my questions.
452154767385825280,2014-04-04 18:44:31 +0000,thecongeries,RT @meau: The text of yesterday's talk about the value of archival description is now on our blog. #radtech14 http://t.co/1oCGHxgFRF
452154627937427456,2014-04-04 18:43:58 +0000,archivesmatter,"RT @tjowens: ""Faces, Art, and Computerized Evaluation Systems"" really rich work, here is their @NEH_ODH proposal http://t.co/7SUhInd1O3 #radtech14"
452154590582947840,2014-04-04 18:43:49 +0000,archivesmatter,RT @tjowens: Applying facial recognition to portrait art http://t.co/ZjQyqVJKnv #radtech14
452154464674537473,2014-04-04 18:43:19 +0000,HadassahDamien,"My #QIS2014 talk today: @InterferenceArc use of @CollAccess, an #opensource catalog, & other disruptive #queerings of #technology #radtech14"
452154342662242304,2014-04-04 18:42:50 +0000,BergisJules,"RT @tjowens “Faces, Art, and Computerized Evaluation Systems” their @NEH_ODH proposal http://t.co/17PjGaKIhh from @UCRiverside #radtech14"
452154107441082368,2014-04-04 18:41:54 +0000,archivesmatter,"RT @cliotropic: .@tjowens walks through a set of screens from fondz to show how it works; identifying media types, showing keywords. #radtech14"
452154054576062464,2014-04-04 18:41:41 +0000,archivesmatter,"RT @cliotropic: .@tjowens Topics don’t mean anything until a human interprets them. Archivists can use fondz, then describe each topic. #radtech14"
452154030593036290,2014-04-04 18:41:36 +0000,archivesmatter,"RT @cliotropic: .@tjowens fondz provides links to HTML representation of each document, accessible per-topic. #radtech14"
452154009273372673,2014-04-04 18:41:31 +0000,archivesmatter,"RT @cliotropic: .@tjowens fondz is a “topical point of entry to explore 19,000 digital files from 300 floppies.” you could use it for OCRed text. #radtech14"
452153983641980928,2014-04-04 18:41:24 +0000,archivesmatter,"RT @cliotropic: .@tjowens imagine sheet-feed scanning and OCR, fed through fondz, as a way to access recent records #radtech14"
452153833259409408,2014-04-04 18:40:49 +0000,archivesmatter,RT @JudyRuttenberg: .@tjowens: https://t.co/WcOEHFNRi4 can work for OCRed text like born-digital text; archivists can add description to topics #radtech14
452153303431139328,2014-04-04 18:38:42 +0000,NCAMLarry,@cliotropic #radtech14 here it is: http://t.co/ZM3P3Wl0XL
452153289946435584,2014-04-04 18:38:39 +0000,brilwil,"RT @genschaffner: call for museums automatically use facial recognition as part of accessioning #radtech14 like fingerprinting (""what is this?"" ""who is it?"")"
452153256303931392,2014-04-04 18:38:31 +0000,cliotropic,Going to table-focused discussions here at #radtech14.
452153165677207553,2014-04-04 18:38:09 +0000,UCRiverside,"RT @cliotropic: Conrad Rudolph of UC-Riverside on ""Faces & Computerized Evaluation Systems”: using facial recognition software on portrait art. #radtech14"
452153026040852480,2014-04-04 18:37:36 +0000,NCAMLarry,RT @tjowens: Underlaying theme: Descriptive metadata supporting universal design/access is invaluable in myriad other potential access uses #radtech14
452152983007277056,2014-04-04 18:37:26 +0000,cliotropic,"RT @genschaffner: call for museums automatically use facial recognition as part of accessioning #radtech14 like fingerprinting (""what is this?"" ""who is it?"")"
452152931224412160,2014-04-04 18:37:14 +0000,cliotropic,Rudolph chose not to include 18th century queens because of period concerns about vanity. Hmmmmmmm. #radtech14
452152856419004416,2014-04-04 18:36:56 +0000,genschaffner,"call for museums automatically use facial recognition as part of accessioning #radtech14 like fingerprinting (""what is this?"" ""who is it?"")"
452152603527241729,2014-04-04 18:35:55 +0000,cliotropic,RT @greenharr: FACES inspired by gallery of anon. portrait miniatures of ppl who were important in their time but now a lost local history #radtech14
452152581171990528,2014-04-04 18:35:50 +0000,cliotropic,"RT @genschaffner: ""teach the computer"" the period style... Mary Queen of Scots and Shakespeare join Joe Cocker, Tamagotchi, and cyborgs at #radtech14"
452152543033180160,2014-04-04 18:35:41 +0000,cliotropic,"Going to Q&A here w/Conrad Rudolph; I’m missing a lot. He says that they like Bernini for training images, bc of consistency. #radtech14"
452152469502853120,2014-04-04 18:35:23 +0000,meau,"RT @genschaffner: ""teach the computer"" the period style... Mary Queen of Scots and Shakespeare join Joe Cocker, Tamagotchi, and cyborgs at #radtech14"
452152309146218496,2014-04-04 18:34:45 +0000,genschaffner,"""teach the computer"" the period style... Mary Queen of Scots and Shakespeare join Joe Cocker, Tamagotchi, and cyborgs at #radtech14"
452152294503874560,2014-04-04 18:34:42 +0000,greenharr,FACES inspired by gallery of anon. portrait miniatures of ppl who were important in their time but now a lost local history #radtech14
452152235087376384,2014-04-04 18:34:28 +0000,pogonippy,Numbers coming out of recognition algorithms highly dependent on training contexts - role for human evaluators #radtech14
452151937438191616,2014-04-04 18:33:17 +0000,NCAMLarry,.@cliotropic #radtech14 YouTube autocaptions: http://t.co/Hljyet5jDd
452151884187697152,2014-04-04 18:33:04 +0000,tjowens,"""Faces, Art, and Computerized Evaluation Systems"" really rich work, here is their @NEH_ODH proposal http://t.co/7SUhInd1O3 #radtech14"
452151811835969536,2014-04-04 18:32:47 +0000,cliotropic,"Rudolph had this idea upon seeing a European museum wall full of portrait miniatures, which were commonly used as personal gifts #radtech14"
